May  3 00:35:14 shoichi newsyslog[8284]: logfile turned over
Fri May  3 16:30:55.821 <kernel> wl0: MDNS: 2 TCP ports:  49250  3689 
Fri May  3 17:04:54.053 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri May  3 17:04:54.053 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Fri May  3 17:04:54.053 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 1847969437, Ack: 4192637934, Win size: 2048
Fri May  3 17:04:54.053 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 1847969437, Ack 4192637934, Win size 250
Fri May  3 17:04:54.053 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Fri May  3 17:04:54.053 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Fri May  3 17:04:54.053 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Fri May  3 17:04:54.504 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Fri May  3 17:04:54.744 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:04:54.780 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:04:58.963 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:04:58.982 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:06:14.906 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri May  3 17:06:16.115 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri May  3 17:06:23.198 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri May  3 17:06:23.198 <kernel> AWDL Sync Enabled 0, data path state[1]
Fri May  3 17:06:25.719 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri May  3 17:06:30.920 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Fri May  3 17:06:30.920 <kernel> wl0: setup_keepalive: Local IP: 192.168.0.4
Fri May  3 17:06:30.920 <kernel> wl0: setup_keepalive: Remote IP: 17.242.28.98
Fri May  3 17:06:30.920 <kernel> wl0: setup_keepalive: Local port: 60535, Remote port: 5223
Fri May  3 17:06:30.920 <kernel> wl0: setup_keepalive: Seq: 4034259506, Ack: 726301990, Win size: 2048
Fri May  3 17:06:30.920 <kernel> wl0: MDNS: IPV4 Addr: 192.168.0.4
Fri May  3 17:06:30.920 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:79:ecc7:64fa:eba9
Fri May  3 17:06:30.920 <kernel> wl0: MDNS: IPV6 Addr: 240f:50:326:1:18c3:5713:ee80:b2c5
Fri May  3 17:06:30.920 <kernel> wl0: MDNS: IPV6 Addr: 240f:50:326:1:9ced:4a93:b79b:1b3f
Fri May  3 17:06:30.920 <kernel> wl0: MDNS: 3 SRV Recs, 4 TXT Recs
Fri May  3 17:06:30.920 <kernel> wl0: MDNS: 3 TCP ports:  49250  3689  60703 
Fri May  3 17:06:33.896 <kernel> AWDL Sync Enabled 0, data path state[1]
Fri May  3 17:06:48.042 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri May  3 17:06:48.042 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Fri May  3 17:06:48.051 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 4034259506, Ack: 726301990, Win size: 2048
Fri May  3 17:06:48.051 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4034259559, Ack 726302059, Win size 287
Fri May  3 17:06:48.051 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Fri May  3 17:06:48.051 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Fri May  3 17:06:48.051 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Fri May  3 17:06:48.499 <kernel> ARPT: Wake Reason: Wake on MDNS Service
Fri May  3 17:06:48.501 <kernel> ARPT: Wake Reason: Wake on MDNS Service
Fri May  3 17:06:48.502 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Fri May  3 17:07:33.503 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Fri May  3 17:07:33.503 <kernel> wl0: setup_keepalive: Local IP: 192.168.0.4
Fri May  3 17:07:33.503 <kernel> wl0: setup_keepalive: Remote IP: 17.242.28.98
Fri May  3 17:07:33.503 <kernel> wl0: setup_keepalive: Local port: 60535, Remote port: 5223
Fri May  3 17:07:33.503 <kernel> wl0: setup_keepalive: Seq: 4034259734, Ack: 726302112, Win size: 2048
Fri May  3 17:07:33.503 <kernel> wl0: MDNS: IPV4 Addr: 192.168.0.4
Fri May  3 17:07:33.503 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:79:ecc7:64fa:eba9
Fri May  3 17:07:33.503 <kernel> wl0: MDNS: IPV6 Addr: 240f:50:326:1:18c3:5713:ee80:b2c5
Fri May  3 17:07:33.503 <kernel> wl0: MDNS: IPV6 Addr: 240f:50:326:1:9ced:4a93:b79b:1b3f
Fri May  3 17:07:33.503 <kernel> wl0: MDNS: 2 SRV Recs, 3 TXT Recs
Fri May  3 17:07:33.503 <kernel> wl0: MDNS: 2 TCP ports:  49250  3689 
Fri May  3 17:07:41.052 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri May  3 17:07:41.052 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Fri May  3 17:07:41.052 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 4034259734, Ack: 726302112, Win size: 2048
Fri May  3 17:07:41.052 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4034259734, Ack 726302112, Win size 287
Fri May  3 17:07:41.052 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Fri May  3 17:07:41.052 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Fri May  3 17:07:41.052 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Fri May  3 17:07:41.519 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Fri May  3 17:18:57.936 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri May  3 17:18:58.771 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri May  3 17:19:22.954 <kernel> AWDL Sync Enabled 0, data path state[1]
Fri May  3 17:19:41.756 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri May  3 17:20:00.945 <kernel> AWDL Sync Enabled 0, data path state[1]
Fri May  3 17:29:06.568 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri May  3 17:29:43.774 <kernel> AWDL Sync Enabled 0, data path state[1]
Fri May  3 17:34:57.064 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:35:19.713 <kernel> en0: roam event, sending supplicant link down message.
Fri May  3 17:35:19.854 <kernel> en0: Received EAPOL packet (length = 113)
Fri May  3 17:35:19.854 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri May  3 17:35:19.854 <kernel> inputEAPOLFrame: Received message 1 of 4
Fri May  3 17:35:19.854 <kernel> FULL RSN IE FOUND:
Fri May  3 17:35:19.854 [00000000] 30 14 01 00 00 0F AC 04 01 00 00 0F AC 04 01 00 00 0F AC 02 00 00 
Fri May  3 17:35:19.854 <kernel> storeFullRSNIE: getAP_IE_LIST returned 0
Fri May  3 17:35:19.854 <kernel> PMK:
Fri May  3 17:35:19.854 [00000000] E0 FF 05 30 3B A5 D6 F3 7E 16 19 F2 A6 15 E3 1A 69 3C 6B 37 6B 99 82 49 DB AB 7E 0E B2 44 
Fri May  3 17:35:19.854 [0000001E] CB EA 
Fri May  3 17:35:19.854 <kernel> TPTK:
Fri May  3 17:35:19.855 [00000000] 47 95 2B B7 E2 B0 1E 30 DD 60 32 4D 7F 2D FE 38 19 3E A1 51 08 2A C1 B0 8F A1 C8 01 25 21 
Fri May  3 17:35:19.855 [0000001E] 62 37 34 6A 36 C1 26 EA 95 F9 66 3B 54 48 DB 9D D1 7E 00 00 00 00 00 00 00 00 00 00 00 00 
Fri May  3 17:35:19.855 [0000003C] 00 00 00 00 
Fri May  3 17:35:19.855 <kernel> KEY MIC:
Fri May  3 17:35:19.855 [00000000] 96 5D 8F 46 16 45 0C 40 82 03 64 8B 78 63 06 24 
Fri May  3 17:35:19.855 <kernel> process1of4: sending replyPacket 135 bytes
Fri May  3 17:35:19.862 <kernel> en0: Received EAPOL packet (length = 169)
Fri May  3 17:35:19.862 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri May  3 17:35:19.862 <kernel> inputEAPOLFrame: decrypting key data
Fri May  3 17:35:19.862 <kernel> inputEAPOLFrame: Received message 3 of 4
Fri May  3 17:35:19.863 <kernel> process3of4: Performing IE check.
Fri May  3 17:35:19.863 <kernel> process3of4: sending replyPacket ( len = 113 ).
Fri May  3 17:35:19.863 <kernel> process3of4: received pairwise GTK
Fri May  3 17:35:19.867 <kernel> PTK Install Timer: Installing PTK
Fri May  3 17:35:19.867 <kernel> PTK:
Fri May  3 17:35:19.867 [00000000] 34 6A 36 C1 26 EA 95 F9 66 3B 54 48 DB 9D D1 7E 
Fri May  3 17:35:19.867 <kernel> PTK Install Timer: Installing GTK
Fri May  3 17:35:19.867 <kernel> installGTK: setting cipher key (flags = 0x0)
Fri May  3 17:35:19.867 <kernel> GTK-RSC:
Fri May  3 17:35:19.867 [00000000] E4 D3 33 00 00 00 
Fri May  3 17:35:19.867 <kernel> GTK:
Fri May  3 17:35:19.868 [00000000] FE 09 94 C6 50 78 9D E5 F1 07 CE A6 EA 20 C3 9F 
Fri May  3 17:35:19.868 <kernel> installGTK: GTK installed
Fri May  3 17:35:28.253 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:35:28.323 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:35:39.975 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:35:40.032 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 17:56:51.337 <kernel> en0: Received EAPOL packet (length = 145)
Fri May  3 17:56:51.338 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri May  3 17:56:51.338 <kernel> inputEAPOLFrame: decrypting key data
Fri May  3 17:56:51.338 <kernel> inputEAPOLFrame: Received message 1 of 2
Fri May  3 17:56:51.339 <kernel> installGTK: setting cipher key (flags = 0x0)
Fri May  3 17:56:51.339 <kernel> GTK-RSC:
Fri May  3 17:56:51.339 [00000000] 90 DA 33 00 00 00 
Fri May  3 17:56:51.339 <kernel> GTK:
Fri May  3 17:56:51.339 [00000000] 73 85 AB 8E 10 54 A5 43 5D 80 0A E1 0D 3C 0D 78 
Fri May  3 17:56:51.339 <kernel> installGTK: GTK installed
Fri May  3 18:16:53.435 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 18:26:20.727 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri May  3 18:26:38.905 <kernel> AWDL Sync Enabled 0, data path state[1]
Fri May  3 18:46:53.651 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 18:56:52.492 <kernel> en0: Received EAPOL packet (length = 145)
Fri May  3 18:56:52.578 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri May  3 18:56:52.578 <kernel> inputEAPOLFrame: decrypting key data
Fri May  3 18:56:52.578 <kernel> inputEAPOLFrame: Received message 1 of 2
Fri May  3 18:56:52.578 <kernel> installGTK: setting cipher key (flags = 0x0)
Fri May  3 18:56:52.578 <kernel> GTK-RSC:
Fri May  3 18:56:52.578 [00000000] EB EA 33 00 00 00 
Fri May  3 18:56:52.578 <kernel> GTK:
Fri May  3 18:56:52.578 [00000000] 39 B4 AD AA 93 98 A4 38 C6 EE B6 35 A4 D4 30 DE 
Fri May  3 18:56:52.578 <kernel> installGTK: GTK installed
Fri May  3 19:28:08.616 <airportd[147]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 19:40:00.771 ***Starting Up***
Fri May  3 19:40:01.028 <kernel> IO80211Controller::addSubscriptionForThisReporterFetchedOnTimer() Failed to addSubscription for group Interface p2p0 subgroup Data Packets driver 0xeeeda74f968bdba3 - data underrun
Fri May  3 19:40:01.028 <kernel> IO80211InterfaceMonitor::configureSubscriptions() failed to add subscription
Fri May  3 19:40:01.347 <kernel>  Creating all peerManager reporters
Fri May  3 19:40:01.374 <airportd[149]> airportdProcessDLILEvent: en0 attached (up)
Fri May  3 19:40:01.395 <kernel> wl0: setAWDL_PEER_TRAFFIC_REGISTRATION: active 0, roam_off: 0, err 0 roam_start_set 0 forced_roam_set 0
Fri May  3 19:40:01.560 <kernel> Setting BTCoex Profile: band:8
Fri May  3 19:40:01.560 <kernel> Profile[0]: mode:7; desense:0; desense_level:0; chain_power_offset:<kernel> 0,<kernel> 0,<kernel> 0,<kernel> 0,<kernel> 
Fri May  3 19:40:01.560 <kernel> Profile[1]: mode:7; desense:0; desense_level:0; chain_power_offset:<kernel> 0,<kernel> 0,<kernel> -7,<kernel> 0,<kernel> 
Fri May  3 19:40:01.560 <kernel> Profile[2]: mode:7; desense:1; desense_level:3; chain_power_offset:<kernel> 0,<kernel> 0,<kernel> -7,<kernel> 0,<kernel> 
Fri May  3 19:40:01.560 <kernel> Setting BTCoex Profile: band:2
Fri May  3 19:40:01.560 <kernel> Profile[0]: mode:0; desense:0; desense_level:0; chain_power_offset:<kernel> 0,<kernel> 0,<kernel> 0,<kernel> 0,<kernel> 
Fri May  3 19:40:01.560 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri May  3 19:40:07.327 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri May  3 19:40:11.392 <kernel> parseRSNIE: groupCipherType = 5 pairwiseCipherType = 5 authSel = 2
Fri May  3 19:40:11.392 <kernel> initWithInterfaceAndIE: _myMacAddress 18:65:90:d0:5a:99
Fri May  3 19:40:11.392 <kernel> setPMK: PMK SET!
Fri May  3 19:40:11.632 <kernel> Unexpected payload found for message 9, dataLen 0
Fri May  3 19:40:11.632 <kernel> en0: Received EAPOL packet (length = 113)
Fri May  3 19:40:11.632 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri May  3 19:40:11.632 <kernel> inputEAPOLFrame: Received message 1 of 4
Fri May  3 19:40:11.632 <kernel> FULL RSN IE FOUND:
Fri May  3 19:40:11.632 [00000000] 30 14 01 00 00 0F AC 04 01 00 00 0F AC 04 01 00 00 0F AC 02 00 00 
Fri May  3 19:40:11.632 <kernel> storeFullRSNIE: getAP_IE_LIST returned 0
Fri May  3 19:40:11.632 <kernel> PMK:
Fri May  3 19:40:11.632 [00000000] E0 FF 05 30 3B A5 D6 F3 7E 16 19 F2 A6 15 E3 1A 69 3C 6B 37 6B 99 82 49 DB AB 7E 0E B2 44 
Fri May  3 19:40:11.632 [0000001E] CB EA 
Fri May  3 19:40:11.632 <kernel> TPTK:
Fri May  3 19:40:11.632 [00000000] 49 28 D4 94 B0 37 38 A5 9D 65 AC D6 D5 C5 97 BB 3C BE 5A 9A 3E A4 8B 9B B5 BA C9 F7 1E 64 
Fri May  3 19:40:11.632 [0000001E] 1C 84 86 20 08 5E 0E 05 48 E5 32 B9 F8 1A 14 7B 99 2D 00 00 00 00 00 00 00 00 00 00 00 00 
Fri May  3 19:40:11.632 [0000003C] 00 00 00 00 
Fri May  3 19:40:11.633 <kernel> KEY MIC:
Fri May  3 19:40:11.633 [00000000] 93 67 AE 72 E5 94 5E CE 6F 6F 73 C7 E7 9F CA 4E 
Fri May  3 19:40:11.633 <kernel> process1of4: sending replyPacket 135 bytes
Fri May  3 19:40:11.640 <kernel> en0: Received EAPOL packet (length = 169)
Fri May  3 19:40:11.642 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri May  3 19:40:11.642 <kernel> inputEAPOLFrame: decrypting key data
Fri May  3 19:40:11.642 <kernel> inputEAPOLFrame: Received message 3 of 4
Fri May  3 19:40:11.642 <kernel> process3of4: Performing IE check.
Fri May  3 19:40:11.642 <kernel> process3of4: sending replyPacket ( len = 113 ).
Fri May  3 19:40:11.642 <kernel> process3of4: received pairwise GTK
Fri May  3 19:40:11.642 <kernel> PTK Install Timer: Installing PTK
Fri May  3 19:40:11.642 <kernel> PTK:
Fri May  3 19:40:11.642 [00000000] 86 20 08 5E 0E 05 48 E5 32 B9 F8 1A 14 7B 99 2D 
Fri May  3 19:40:11.642 <kernel> PTK Install Timer: Installing GTK
Fri May  3 19:40:11.642 <kernel> installGTK: setting cipher key (flags = 0x0)
Fri May  3 19:40:11.642 <kernel> GTK-RSC:
Fri May  3 19:40:11.642 [00000000] 5F F5 33 00 00 00 
Fri May  3 19:40:11.642 <kernel> GTK:
Fri May  3 19:40:11.642 [00000000] 39 B4 AD AA 93 98 A4 38 C6 EE B6 35 A4 D4 30 DE 
Fri May  3 19:40:11.642 <kernel> installGTK: GTK installed
Fri May  3 19:40:14.392 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri May  3 19:40:20.952 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri May  3 19:40:22.669 <airportd[149]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 19:40:24.427 <airportd[149]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri May  3 19:41:25.748 <kernel> AWDL Sync Enabled 0, data path state[1]
Fri May  3 19:48:25.047 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri May  3 19:48:42.216 <kernel> AWDL Sync Enabled 0, data path state[1]
